Neighborhoods,Year Built,Years Vacant
O'Fallon,1910,9
Kingsway East,1904,5
Kingsway West,1923,2
Kingsway West,1909,7
Wells Goodfellow,1909,14
Wells Goodfellow,1895,5
Forest Park South East,1906,3
Mark Twain,1916,4
Wells Goodfellow,1928,9
Walnut Park East,1953,3
Skinker DeBaliviere,1911,7
Walnut Park East,1920,2
Walnut Park West,1930,5
The Ville,1898,8
The Ville,1996,4
West End,1973,6
Wells Goodfellow,1906,5
Dutchtown,1918,7
Wells Goodfellow,1913,8
Baden,1926,9
Ellendale,1919,6
Dutchtown,1893,5
Dutchtown,1905,8
Mount Pleasant,1908,1
Penrose,1916,1
Kingsway East,1920,2
Kingsway West,1915,2
Wells Goodfellow,1910,8
Baden,1929,3
Greater Ville,1912,7
Wells Goodfellow,1925,9
Baden,1938,3
Kingsway West,1927,8
Kingsway East,1884,10
Tower Grove South,1890,3
Walnut Park East,1907,7
Benton Park West,1922,9
Marine Villa,1890,5
Dutchtown,1925,5
Greater Ville,1898,1
O'Fallon,1895,7
Dutchtown,1905,4
Baden,1929,4
Bevo Mill,1923,11
O'Fallon,1890,11
Walnut Park West,1909,3
Gravois Park,1890,14
Mount Pleasant,1914,11
Carondelet,1890,4
Carondelet,1890,4
Hamilton Heights,1904,2
Penrose,1925,5
Penrose,1932,7
Kingsway West,1907,10
Kingsway West,1909,4
Walnut Park West,1927,4
Baden,1949,3
Greater Ville,1911,7
Greater Ville,1922,4
Greater Ville,1910,6
Kingsway East,1937,2
Baden,1909,4
Baden,1949,3
Wells Goodfellow,1952,4
Hamilton Heights,1896,7
West End,1906,16
Baden,1955,6
North Pointe,1937,1
Kingsway East,1902,4
Mount Pleasant,1914,6
Carondelet,1911,4
Hamilton Heights,1905,5
Kingsway West,1909,5
Lindenwood Park,1923,3
West End,1973,3
Tower Grove South,1941,6
Mount Pleasant,1906,2
Lewis Place,1894,3
Fountain Park,1894,4
Central West End,1888,6
Dutchtown,1892,7
O'Fallon,1892,2
Penrose,1916,7
Dutchtown,1908,7
Dutchtown,1923,8
O'Fallon,1911,8
Kingsway East,1909,6
O'Fallon,1908,2
Benton Park West,1895,1
Dutchtown,1893,8
Clifton Heights,1911,6
Dutchtown,1906,8
North Hampton,1948,3
Bevo Mill,1914,10
Walnut Park West,1923,15
Penrose,1910,5
Penrose,1925,3
Bevo Mill,1927,5
Kingsway East,1904,4
Benton Park West,1911,4
Mount Pleasant,1894,3
Kingsway East,1889,3
Kingsway East,1962,1
Baden,1953,4
Baden,1948,1
Walnut Park West,1931,3
Benton Park West,1890,9
Penrose,1928,1
Mount Pleasant,1897,2
North Pointe,1937,1
O'Fallon,1923,5
Walnut Park East,1998,14
Fountain Park,1902,3
Mount Pleasant,1909,3
Walnut Park West,1925,16
Baden,1907,4
Hamilton Heights,1908,10
Wells Goodfellow,1963,2
Walnut Park East,1918,3
Kingsway East,1919,3
Greater Ville,1911,8
Walnut Park East,1896,3
Hamilton Heights,1889,3
Kingsway West,1916,10
Dutchtown,1895,5
Patch,1897,6
O'Fallon,1903,15
Fountain Park,1901,12
Penrose,1928,7
Penrose,1928,7
Penrose,1904,2
O'Fallon,1879,5
Penrose,1986,2
Mark Twain,1922,17
College Hill,1898,14
Dutchtown,1925,16
Penrose,1936,8
Tower Grove South,1926,4
Mount Pleasant,1924,2
Walnut Park East,1924,2
Baden,1924,14
Penrose,1894,2
Lewis Place,1903,5
Baden,1908,12
O'Fallon,1911,5
Kingsway West,1909,9
Forest Park South East,1895,7
College Hill,1884,15
Walnut Park West,1910,13
Dutchtown,1901,3
Lindenwood Park,1939,6
Vandeventer,2009,7
Carondelet,1925,5
Mount Pleasant,1908,2
Mount Pleasant,1900,3
Greater Ville,1897,5
Wells Goodfellow,1907,11
O'Fallon,1926,5
Walnut Park West,1929,8
O'Fallon,1905,1
Benton Park,1890,0
Walnut Park East,1973,0
Jeff Vanderlou,1886,0
The Ville,1962,0
Kingsway East,1900,0
Jeff Vanderlou,1900,0
Greater Ville,1927,0
Walnut Park East,1904,0
Peabody Darst Webbe,1895,4
Hyde Park,1892,0
Jeff Vanderlou,1884,2
Walnut Park East,1910,4
Peabody Darst Webbe,1894,1
Gravois Park,1910,1
Jeff Vanderlou,1884,0
O'Fallon,1910,0
O'Fallon,1912,0
Greater Ville,1921,0
Greater Ville,1922,0
The Ville,1914,0
Lewis Place,1900,0
West End,1906,0
Hamilton Heights,1908,3
Mark Twain I-70 Industrial,1925,0
Greater Ville,1890,0
Greater Ville,1926,0
Greater Ville,1910,0
Greater Ville,1911,0
Greater Ville,1908,0
Kingsway West,1914,0
O'Fallon,1913,0
Mark Twain,1928,0
Mark Twain,1923,1
Wells Goodfellow,1910,0
Dutchtown,1930,0
Baden,1905,0
Mark Twain,1911,0
Baden,1911,0
Penrose,1923,0
Greater Ville,1908,0
Greater Ville,1922,0
Kingsway West,1908,0
Mark Twain,1910,0
Walnut Park East,1961,0
Walnut Park West,1930,0
Baden,1955,0
Walnut Park West,1927,0
North Pointe,1948,0
Mark Twain,1915,2
Fairground Neighborhood,1915,0
College Hill,1894,0
O'Fallon,1910,3
Greater Ville,1909,0
Jeff Vanderlou,1904,7
Kingsway East,1907,0
Penrose,1914,3
Greater Ville,1909,0
Greater Ville,1912,0
Greater Ville,1910,0
Kingsway West,1914,0
Kingsway West,1918,2
Kingsway West,1924,0
Wells Goodfellow,1917,0
Wells Goodfellow,1907,0
Wells Goodfellow,1908,0
Jeff Vanderlou,1905,0
Wells Goodfellow,1921,5
Walnut Park East,1914,5
Hyde Park,1885,0
Penrose,1898,0
Wells Goodfellow,1906,2
Mark Twain,1910,0
Walnut Park West,1913,0
Hyde Park,1922,0
Kingsway West,1962,0
Walnut Park West,1936,2
Walnut Park East,1923,0
Marine Villa,1884,0
O'Fallon,1890,0
Gravois Park,1910,0
Dutchtown,1900,2
Kingsway West,1920,0
Kingsway East,1890,0
Peabody Darst Webbe,1894,12
Marine Villa,1884,0
Kingsway East,1895,0
Marine Villa,1890,0
Walnut Park East,1922,2
Dutchtown,1880,0
Academy,1892,0
Fountain Park,1905,4
Fountain Park,1905,4
Mark Twain,1928,4
Wells Goodfellow,1925,7
Lewis Place,1890,5
O'Fallon,1910,1
Kingsway East,1925,2
Walnut Park East,1926,2
College Hill,1900,22
Kingsway East,1895,11
Wells Goodfellow,1903,2
Carondelet,1908,4
O'Fallon,1911,3
Greater Ville,1940,6
Greater Ville,1895,5
The Ville,1891,8
The Ville,1956,5
Fountain Park,1902,8
West End,1905,3
Hamilton Heights,1908,2
Penrose,1909,2
Penrose,1904,2
O'Fallon,1907,4
O'Fallon,1908,4
O'Fallon,1892,5
Greater Ville,1917,2
Greater Ville,1910,5
Greater Ville,1895,8
Kingsway East,1906,5
Kingsway West,1911,1
Wells Goodfellow,1903,4
Wells Goodfellow,1904,12
Wells Goodfellow,1908,4
O'Fallon,1912,8
Greater Ville,1910,4
Wells Goodfellow,1909,2
Wells Goodfellow,1903,3
Walnut Park West,1934,8
Walnut Park West,1925,9
Penrose,1909,5
Walnut Park East,1916,1
Mark Twain,1924,4
Penrose,1911,2
Wells Goodfellow,1954,1
O'Fallon,1971,2
Penrose,1904,4
Wells Goodfellow,1904,1
Wells Goodfellow,1910,4
Wells Goodfellow,1972,3
Wells Goodfellow,1902,4
Walnut Park East,1908,5
Walnut Park East,1909,3
Walnut Park East,1914,7
Walnut Park East,1914,7
Walnut Park East,1959,2
Baden,1949,1
Walnut Park East,1907,16
Walnut Park East,1926,2
Walnut Park West,1925,4
Walnut Park East,1947,3
Greater Ville,1927,3
O'Fallon,1906,2
Fountain Park,1896,5
Hamilton Heights,1906,4
Greater Ville,1921,4
Kingsway East,1891,10
Hamilton Heights,1892,3
Hamilton Heights,1901,2
Wells Goodfellow,1905,12
Wells Goodfellow,1905,12
Walnut Park West,1948,1
Mark Twain,1911,3
Hyde Park,1895,22
Penrose,1950,7
O'Fallon,1909,4
Baden,1953,16
Baden,1953,16
Baden,1909,4
Kingsway West,1890,5
Jeff Vanderlou,1891,4
Jeff Vanderlou,1926,6
Hyde Park,1898,14
Hyde Park,1913,7
Hyde Park,1913,7
Hyde Park,1913,7
Fairground Neighborhood,1888,8
Fairground Neighborhood,1906,2
Fairground Neighborhood,1925,11
College Hill,1890,1
College Hill,1916,9
Dutchtown,1900,5
Dutchtown,1885,5
O'Fallon,1900,5
O'Fallon,1915,2
O'Fallon,1910,1
O'Fallon,1911,3
O'Fallon,1893,2
O'Fallon,1889,2
O'Fallon,1906,1
Greater Ville,1906,14
Greater Ville,1940,8
Greater Ville,1910,5
Greater Ville,1907,5
Greater Ville,1907,8
Hamilton Heights,1896,15
Hamilton Heights,1906,2
Hamilton Heights,1907,6
Baden,1905,8
Penrose,1923,2
Penrose,1897,17
Penrose,1897,3
Penrose,1904,8
Penrose,1912,2
Penrose,1915,8
Penrose,1913,3
Penrose,1917,2
Penrose,1926,5
Greater Ville,1910,3
Greater Ville,1907,3
Kingsway East,1880,9
Kingsway East,1906,7
Kingsway East,1926,11
Kingsway East,1900,10
Kingsway East,1915,7
Kingsway East,1912,16
Kingsway East,1909,6
Kingsway East,1923,9
Kingsway East,1923,9
Kingsway West,1909,5
Kingsway West,1909,5
Wells Goodfellow,1896,2
Wells Goodfellow,1920,4
Lewis Place,1895,6
Wells Goodfellow,1902,6
Walnut Park East,1907,3
Baden,1911,9
Walnut Park West,1925,2
Baden,1909,9
Walnut Park East,1915,7
Wells Goodfellow,1911,8
Penrose,1890,10
Penrose,1907,8
Walnut Park West,1925,5
O'Fallon,1899,4
O'Fallon,1972,5
O'Fallon,1900,7
O'Fallon,1890,10
Greater Ville,1891,6
Wells Goodfellow,1911,9
O'Fallon,1895,2
Mark Twain,1909,7
Walnut Park East,1900,6
Walnut Park East,1914,4
Walnut Park West,1925,4
Walnut Park West,1926,8
Walnut Park West,1958,4
Walnut Park West,1909,8
Walnut Park West,1926,2
Walnut Park West,1929,1
Baden,1908,4
Mark Twain,1923,1
Mark Twain,1910,6
Walnut Park West,1925,6
Baden,1954,6
Baden,1904,3
Fairground Neighborhood,1894,7
Hyde Park,1892,14
Hyde Park,1895,22
Kingsway East,1893,5
Kingsway East,1893,5
Penrose,1928,4
Penrose,1917,10
Penrose,1915,8
Penrose,1913,10
O'Fallon,1922,7
O'Fallon,1922,7
Greater Ville,1895,8
Kingsway East,1909,9
Wells Goodfellow,1925,5
Wells Goodfellow,1895,1
Wells Goodfellow,1906,6
Walnut Park East,1912,4
Mark Twain,1925,2
Baden,1917,1
Walnut Park West,1927,13
Walnut Park West,1930,14
O'Fallon,1910,5
Penrose,1912,7
Kingsway East,1913,4
Kingsway East,1902,9
Jeff Vanderlou,1902,6
North Pointe,1938,5
Baden,1903,8
Greater Ville,1919,8
Penrose,1922,7
O'Fallon,1905,7
O'Fallon,1905,7
Wells Goodfellow,1904,8
Wells Goodfellow,1904,8
Walnut Park East,1909,2
Jeff Vanderlou,1904,8
College Hill,1875,8
College Hill,1893,27
Dutchtown,1895,8
Dutchtown,1905,8
Fairground Neighborhood,1899,4
O'Fallon,1912,8
O'Fallon,1914,5
O'Fallon,1910,5
Kingsway East,1889,5
Greater Ville,1891,12
Kingsway East,1909,6
Kingsway East,1899,15
Kingsway West,1908,11
Wells Goodfellow,1912,2
Wells Goodfellow,1908,2
Wells Goodfellow,1925,6
Wells Goodfellow,1925,6
Wells Goodfellow,1915,7
Mark Twain,1906,8
Wells Goodfellow,1910,7
Penrose,1911,11
O'Fallon,1895,7
Penrose,1897,16
O'Fallon,1972,17
Wells Goodfellow,1901,9
Walnut Park East,1904,10
Walnut Park West,1909,5
Walnut Park East,1916,4
Wells Goodfellow,1972,2
Penrose,1928,13
Kingsway West,1906,5
Kingsway West,1925,5
Walnut Park West,1925,15
Walnut Park East,1923,8
Walnut Park West,1924,4
Walnut Park East,1925,3
Academy,1892,7
Baden,1939,6
Walnut Park East,1913,3
Walnut Park West,1922,10
Carondelet,1913,6
Penrose,1893,8
Fountain Park,1892,5
Jeff Vanderlou,1899,0
Wells Goodfellow,1910,0
Tiffany,1906,0
Mount Pleasant,1907,8
Central West End,1893,0
Vandeventer,1895,0
Carondelet,1854,0
Hamilton Heights,1910,0
Greater Ville,1895,0
Wells Goodfellow,1923,1
Walnut Park East,1900,1
Walnut Park West,1927,0
Baden,1927,0
Gravois Park,1915,0
Mark Twain,1905,12
O'Fallon,1912,2
Cheltenham,1909,1
Lewis Place,1916,3
Near North Riverfront,1887,19
Wells Goodfellow,1902,2
Patch,1896,8
Fountain Park,1894,4
The Ville,1892,2
Forest Park South East,1896,6
Benton Park West,1884,2
Tower Grove East,1901,8
St. Louis Place,1902,3
Jeff Vanderlou,1892,6
West End,1905,1
College Hill,1904,4
Benton Park West,1897,6
O'Fallon,1908,1
O'Fallon,1923,1
Greater Ville,1949,3
Greater Ville,1899,5
The Ville,1930,1
The Ville,1895,4
The Ville,1925,3
Greater Ville,1895,10
Fountain Park,1892,3
Lewis Place,1900,4
Academy,1909,2
Greater Ville,1884,4
Greater Ville,1921,1
Hamilton Heights,1909,2
West End,1904,3
Hamilton Heights,1909,1
Hamilton Heights,1909,2
Hamilton Heights,1907,6
Forest Park South East,1884,7
Forest Park South East,1900,7
Penrose,1878,2
Penrose,1908,2
Greater Ville,1928,1
Kingsway East,1894,1
Kingsway East,1912,2
Kingsway East,1908,4
Wells Goodfellow,1910,7
Wells Goodfellow,1896,2
Wells Goodfellow,1900,1
Wells Goodfellow,1909,2
Wells Goodfellow,1923,4
Wells Goodfellow,1926,4
Wells Goodfellow,1923,1
Wells Goodfellow,1924,2
Wells Goodfellow,1908,1
Wells Goodfellow,1895,1
Academy,1900,2
Walnut Park West,1940,4
North Pointe,1928,1
McKinley Heights,1879,25
Jeff Vanderlou,1973,7
College Hill,1884,4
Forest Park South East,1892,4
Cheltenham,1890,1
West End,1908,1
O'Fallon,1888,3
Walnut Park East,1922,3
Franz Park,1914,6
Penrose,1910,2
Hi-Pointe,1901,3
Benton Park,1894,1
Benton Park West,1886,1
Benton Park,1890,1
Benton Park West,1909,2
Benton Park West,1908,3
Patch,1876,7
Carondelet,1913,1
O'Fallon,1894,1
The Ville,1920,10
The Ville,1895,2
Fountain Park,1908,4
Kingsway East,1912,3
Academy,1895,2
West End,1901,3
Baden,1931,1
O'Fallon,1925,2
Forest Park South East,1906,1
Greater Ville,1909,1
Greater Ville,1908,1
Hamilton Heights,1911,1
Wells Goodfellow,1911,9
Walnut Park West,1936,4
Wells Goodfellow,1952,3
Baden,1937,3
Mark Twain,1910,2
Fox Park,1884,8
Clayton-Tamm,1860,2
Patch,1923,6
Wells Goodfellow,1907,4
Hyde Park,1946,6
O'Fallon,1902,2
Vandeventer,1891,2
Academy,1898,1
West End,1898,2
West End,1904,9
Hyde Park,1884,6
Walnut Park East,1910,4
Bevo Mill,1911,1
Penrose,1904,7
Wells Goodfellow,1906,1
Jeff Vanderlou,1884,7
O'Fallon,1908,2
O'Fallon,1954,2
Wells Goodfellow,1905,1
O'Fallon,1908,2
Greater Ville,1911,1
The Ville,1911,1
The Ville,1896,1
The Ville,1906,8
Greater Ville,1895,6
Vandeventer,1883,5
Fountain Park,1894,4
Kingsway East,1928,3
Hamilton Heights,1905,3
Hamilton Heights,1904,2
West End,1897,3
West End,1906,1
Baden,1905,9
Greater Ville,1909,1
Wells Goodfellow,1911,1
Wells Goodfellow,1910,2
Lewis Place,1906,5
Penrose,1911,2
Greater Ville,1905,1
O'Fallon,1908,5
Forest Park South East,1890,3
Wells Goodfellow,1906,4
Wells Goodfellow,1904,1
Wells Goodfellow,1903,3
Wells Goodfellow,1905,1
The Gate District,1891,3
O'Fallon,1896,4
Penrose,1914,2
Lewis Place,1916,5
Penrose,1911,2
Greater Ville,1884,12
Wells Goodfellow,1892,3
Walnut Park East,1924,3
St. Louis Place,1891,8
West End,1906,2
Penrose,1919,1
Wells Goodfellow,1928,2
College Hill,1890,6
O'Fallon,1910,1
Lewis Place,1893,3
West End,1912,3
Wells Goodfellow,1905,5
Wells Goodfellow,1891,1
West End,1906,9
Lewis Place,1899,3
Jeff Vanderlou,1883,11
Fairground Neighborhood,1897,9
St. Louis Place,1890,11
Hyde Park,1909,7
Academy,1901,1
Wells Goodfellow,1905,3
Wells Goodfellow,1905,6
Baden,1911,8
Walnut Park West,1909,2
Dutchtown,1904,8
Baden,1914,4
Wells Goodfellow,1907,4
Wells Goodfellow,1897,5
Mark Twain,1940,2
Jeff Vanderlou,1882,6
Hyde Park,1899,4
Baden,1907,12
Baden,1907,12
Baden,1907,12
Dutchtown,1895,9
College Hill,1900,2
Walnut Park East,1923,10
Walnut Park West,1927,11
Ellendale,1909,12
Baden,1903,8
Academy,1900,6
Greater Ville,1904,4
Vandeventer,1898,6
Jeff Vanderlou,1905,9
Jeff Vanderlou,1889,6
Jeff Vanderlou,1883,7
O'Fallon,1911,4
Vandeventer,1928,1
College Hill,1897,5
Jeff Vanderlou,1889,6
O'Fallon,1891,5
Hyde Park,1893,13
O'Fallon,1911,2
Wells Goodfellow,1925,2
Walnut Park West,1951,7
Patch,1897,26
Patch,1897,26
Kingsway East,1923,8
Forest Park South East,1892,1
Forest Park South East,1908,6
Botanical Heights,1953,9
O'Fallon,1896,1
Walnut Park West,1954,1
Benton Park,1885,2
Baden,1905,1
Forest Park South East,1891,8
Benton Park West,1887,2
Benton Park West,1890,9
Benton Park West,1926,6
Bevo Mill,1907,3
O'Fallon,1905,4
Hi-Pointe,1923,1
Greater Ville,1892,3
Kingsway East,1907,2
Academy,1895,6
Wells Goodfellow,1903,1
Greater Ville,1925,8
Kings Oak,1925,3
Wells Goodfellow,1908,11
Academy,1920,3
Forest Park South East,1899,1
Benton Park West,1890,2
Benton Park West,1908,3
Hyde Park,1909,8
Hyde Park,1897,6
Dutchtown,1909,10
O'Fallon,1910,2
Greater Ville,1936,4
Jeff Vanderlou,1898,4
Greater Ville,1900,8
Greater Ville,1907,5
Vandeventer,1890,2
Vandeventer,1914,5
Fountain Park,1910,4
Fountain Park,1905,5
Lewis Place,1904,5
Academy,1905,4
Hamilton Heights,1906,3
Vandeventer,1895,4
Tower Grove South,1907,2
Penrose,1928,3
Wells Goodfellow,1905,2
Wells Goodfellow,1911,2
Lewis Place,1903,4
Tower Grove South,1891,16
Kingsway West,1909,5
Wells Goodfellow,1925,14
Academy,1903,7
O'Fallon,1910,2
Wells Goodfellow,1910,1
Forest Park South East,1904,6
Kingsway West,1926,1
Kingsway West,1907,5
Walnut Park West,1914,4
Walnut Park West,1915,4
Vandeventer,1906,3
Shaw,1909,4
Kingsway West,1925,5
Kingsway West,1912,5
Wells Goodfellow,1912,3
Wells Goodfellow,1910,2
Wells Goodfellow,1954,10
Greater Ville,1899,1
Cheltenham,1909,3
Wells Goodfellow,1892,1
O'Fallon,1892,17
Wells Goodfellow,1907,4
Wells Goodfellow,1910,2
Baden,1925,1
Mark Twain,1923,6
Mark Twain,1949,4
Walnut Park East,1909,2
Bevo Mill,1906,2
Forest Park South East,1885,6
Marine Villa,1882,2
Jeff Vanderlou,1900,9
Hamilton Heights,1904,2
Forest Park South East,1890,6
Greater Ville,1901,6
Kingsway West,1910,6
Kingsway East,1901,3
Baden,1938,2
Walnut Park West,1951,4
College Hill,1893,11
Wells Goodfellow,1901,2
Vandeventer,1883,1
Academy,1894,2
West End,1905,3
West End,1892,4
West End,1893,3
Wells Goodfellow,1907,2
Wells Goodfellow,1893,2
Academy,1901,9
Academy,1900,1
Baden,1948,3
West End,1895,10
Academy,1904,1
West End,1900,4
Mount Pleasant,1896,5
Dutchtown,1908,9
College Hill,1911,9
O'Fallon,1907,5
O'Fallon,1910,5
Greater Ville,1886,4
Greater Ville,1894,1
The Ville,1926,2
Fountain Park,1904,2
Hamilton Heights,1904,3
Hamilton Heights,1924,2
Hamilton Heights,1908,2
Hamilton Heights,1906,1
Penrose,1903,2
Penrose,1911,2
Greater Ville,1904,1
Kingsway West,1914,1
Kingsway West,1911,2
Wells Goodfellow,1909,1
Wells Goodfellow,1908,2
Vandeventer,1884,17
Dutchtown,1922,1
Wells Goodfellow,1906,1
Wells Goodfellow,1908,1
Wells Goodfellow,1911,1
Wells Goodfellow,1914,2
Walnut Park East,1949,12
Wells Goodfellow,1952,3
North Pointe,1947,1
Wells Goodfellow,1909,5
Wells Goodfellow,1921,3
Walnut Park West,1928,4
Wells Goodfellow,1908,2
Walnut Park East,1909,10
Walnut Park East,1924,3
Greater Ville,1875,7
Fountain Park,1895,3
Academy,1892,1
Walnut Park West,1937,1
Mark Twain,1919,2
Patch,1908,8
Fairground Neighborhood,1897,6
O'Fallon,1922,1
O'Fallon,1890,2
Wells Goodfellow,1901,2
Greater Ville,1902,1
Academy,1905,7
Mount Pleasant,1891,5
O'Fallon,1913,8
O'Fallon,1906,17
The Ville,1927,7
The Ville,1912,6
Dutchtown,1914,3
Patch,1893,5
Wells Goodfellow,1904,11
Hyde Park,1893,9
Forest Park South East,1954,6
Tower Grove East,1901,5
Hyde Park,1909,11
Hyde Park,1890,3
College Hill,1900,10
Dutchtown,1895,8
Dutchtown,1910,6
Dutchtown,1914,5
Dutchtown,1901,8
Dutchtown,1900,5
Patch,1893,6
O'Fallon,1911,11
Patch,1902,8
Greater Ville,1889,8
West End,1905,4
West End,1909,6
Jeff Vanderlou,1905,10
Penrose,1890,10
Penrose,1914,12
Kingsway West,1911,9
Wells Goodfellow,1917,7
Baden,1908,8
Walnut Park East,1929,10
Penrose,1911,1
Kingsway West,1925,7
Baden,1946,7
Mark Twain,1913,15
College Hill,1895,13
Walnut Park West,1920,2
Walnut Park East,1908,9
Dutchtown,1927,12
Dutchtown,1940,4
Dutchtown,1940,4
O'Fallon,1909,1
O'Fallon,1905,5
Greater Ville,1906,5
Mark Twain,1940,7
Baden,1909,4
Shaw,1912,25
Walnut Park West,1908,11
Dutchtown,1899,4
Fountain Park,1896,5
Fountain Park,1896,4
Hamilton Heights,1893,3
Jeff Vanderlou,1903,6
Greater Ville,1912,5
Walnut Park West,1927,12
College Hill,1890,12
Dutchtown,1911,8
Carondelet,1914,3
O'Fallon,1894,2
Hamilton Heights,1908,10
Penrose,1912,5
Wells Goodfellow,1905,4
Wells Goodfellow,1907,2
Jeff Vanderlou,1906,12
Baden,1906,11
Fountain Park,1897,8
North Pointe,1934,9
O'Fallon,1893,8
Mark Twain,1921,5
Forest Park South East,1890,6
Covenant Blu-Grand Center,1890,6
Fountain Park,1899,4
West End,1907,3
O'Fallon,1920,2
Forest Park South East,1905,5
Hyde Park,1913,10
O'Fallon,1924,5
The Ville,1912,6
Kingsway East,1892,2
Hamilton Heights,1906,3
Walnut Park East,1925,4
O'Fallon,1900,22
Franz Park,1894,2
O'Fallon,1923,17
Hyde Park,1895,1
Forest Park South East,1884,6
Kingsway West,1892,4
Hyde Park,1899,16
Forest Park South East,1903,3
Boulevard Heights,1950,6
Forest Park South East,1896,7
Dutchtown,1891,7
Academy,1903,3
Wells Goodfellow,1906,4
Wells Goodfellow,1911,3
Wells Goodfellow,1954,2
Wells Goodfellow,1891,3
West End,1901,3
O'Fallon,1890,4
Dutchtown,1911,2
Dutchtown,1909,6
Dutchtown,1910,4
O'Fallon,1916,7
Academy,1896,5
Kingsway West,1924,7
Hamilton Heights,1921,2
O'Fallon,1903,2
Greater Ville,1912,1
Baden,1928,4
Walnut Park East,1909,3
Jeff Vanderlou,1885,10
Lewis Place,1894,6
Fountain Park,1907,5
Hyde Park,1892,4
Gravois Park,1904,14
Dutchtown,1913,4
Patch,1897,6
Jeff Vanderlou,1909,6
Academy,1901,5
Academy,1900,4
Wells Goodfellow,1909,6
Wells Goodfellow,1930,11
Tower Grove South,1913,3
Vandeventer,1972,10
College Hill,1905,5
College Hill,1905,5
O'Fallon,1908,7
O'Fallon,1916,5
Kingsway West,1914,10
Wells Goodfellow,1924,5
Jeff Vanderlou,1886,8
O'Fallon,1912,12
Kingsway East,1892,10
Lewis Place,1892,5
Jeff Vanderlou,1908,6
Mount Pleasant,1909,3
O'Fallon,1892,5
Hamilton Heights,1900,17
Kingsway West,1906,5
Vandeventer,1929,4
Wells Goodfellow,1908,11
Wells Goodfellow,1911,7
Hamilton Heights,1909,1
Patch,1893,5
Wells Goodfellow,1911,4
Mark Twain,1920,7
Lewis Place,1898,4
Hamilton Heights,1904,7
Kingsway East,1909,6
Academy,1912,7
Lindenwood Park,1952,6
Shaw,1915,3
Hyde Park,1906,1
College Hill,1884,7
Fountain Park,1893,5
Dutchtown,1913,7
College Hill,1904,13
Forest Park South East,1896,11
O'Fallon,1910,5
College Hill,1892,0
Greater Ville,1884,0
Hamilton Heights,1905,0
Hamilton Heights,1905,0
Greater Ville,1914,1
Kingsway East,1904,0
Wells Goodfellow,1913,0
Wells Goodfellow,1906,0
Mark Twain,1912,0
Greater Ville,1906,0
Penrose,1927,0
Kingsway West,1891,0
Hyde Park,1870,0
Baden,1904,0
Walnut Park West,1928,0
Jeff Vanderlou,1908,0
Gravois Park,1884,3
Baden,1923,0
Greater Ville,1905,0
Kingsway East,1904,0
Jeff Vanderlou,1885,0
Hyde Park,1903,3
College Hill,1926,0
College Hill,1888,0
Carondelet,1908,3
O'Fallon,1910,3
Greater Ville,1899,0
Fountain Park,1891,0
O'Fallon,1916,4
Greater Ville,1910,0
Greater Ville,1928,0
Kingsway East,1913,0
Academy,1902,0
Kingsway West,1910,0
Walnut Park West,1904,0
College Hill,1884,0
Mark Twain,1911,0
Wells Goodfellow,1891,0
Wells Goodfellow,1892,2
Wells Goodfellow,1909,0
Walnut Park East,1922,0
Mark Twain,1910,2
Vandeventer,1894,0
O'Fallon,1909,0
Wells Goodfellow,1917,0
Jeff Vanderlou,1927,0
Greater Ville,1906,0
College Hill,1892,0
O'Fallon,1893,0
Baden,1924,0
Baden,1905,0
Baden,1949,0
O'Fallon,1906,0
Academy,1904,2
Kingsway East,1891,0
O'Fallon,1904,0
Jeff Vanderlou,1908,0
Hyde Park,1884,1
Gravois Park,1911,0
Jeff Vanderlou,1906,0
Fountain Park,1897,0
Academy,1901,0
Kingsway West,1908,0
Kingsway West,1910,0
Kingsway West,1909,0
Wells Goodfellow,1903,0
Lewis Place,1898,0
Jeff Vanderlou,1908,0
Lewis Place,1906,0
Greater Ville,1906,0
Mark Twain,1925,16
College Hill,1901,0
Walnut Park West,1928,9
Wells Goodfellow,1909,2
College Hill,1901,0
O'Fallon,1911,0
Wells Goodfellow,1890,0
O'Fallon,1926,0
Gravois Park,1884,0
College Hill,1911,1
Greater Ville,1908,10
Lewis Place,1890,2
Kingsway East,1906,4
Wells Goodfellow,1905,6
Walnut Park West,1937,2
O'Fallon,1890,4
Baden,1952,1
Lewis Place,1894,4
Walnut Park West,1956,7
Penrose,1909,7
Baden,1904,6
College Hill,1890,6
O'Fallon,1900,6
College Hill,1895,1
Lewis Place,1891,7
Penrose,1895,2
Jeff Vanderlou,1871,4
Hyde Park,1928,13
Hyde Park,1895,8
College Hill,1892,5
Dutchtown,1907,2
O'Fallon,1908,2
O'Fallon,1911,2
O'Fallon,1906,2
O'Fallon,1926,2
Greater Ville,1940,2
Greater Ville,1907,2
Greater Ville,1895,4
Greater Ville,1913,5
The Ville,1884,5
Greater Ville,1899,2
Lewis Place,1890,4
Kingsway East,1898,10
Academy,1904,8
Academy,1904,8
Hamilton Heights,1908,3
Hamilton Heights,1906,4
West End,1908,3
West End,1906,2
West End,1908,3
West End,1900,3
Penrose,1910,2
O'Fallon,1909,5
O'Fallon,1892,8
Greater Ville,1917,1
Greater Ville,1905,3
Kingsway East,1906,14
Wells Goodfellow,1909,2
Wells Goodfellow,1897,2
Wells Goodfellow,1900,2
Wells Goodfellow,1909,2
Wells Goodfellow,1906,2
